block_number,pi_execution_time,gpu_execution_time
0,202.3074995726347,0.1190966367721557
1,202.2050294280052,0.118686705827713
2,143.8009348511696,0.1349355280399322
3,143.74976128339767,0.1170610636472702
4,122.51506842672823,0.126613974571228
5,134.50447358191013,0.112953782081604
6,125.23245126008987,0.1777692139148712
7,147.9306297004223,0.1323658227920532
