block_number,pi_execution_time,gpu_execution_time
0,121.34602725505827,0.0719758123159408
1,360.8529627323151,0.3225636482238769
2,1167.175355553627,0.6235315650701523
3,351.99280954897404,0.5996295064687729
4,279.6982291340828,0.7990400493144989
5,386.00104719400406,0.8120717853307724
6,323.4864730387926,1.0176338255405426
7,167.15365208685398,0.4212004691362381
