block_number,pi_execution_time,gpu_execution_time
0,858.0729641020298,0.3824934363365173
1,92.28077135980128,0.2217587828636169
2,1710.730121731758,0.6498205661773682
3,91.49713516235352,0.2216146141290664
4,140.7945318520069,0.1982651650905609
5,807.0606467872858,0.3267940133810043
6,45.64595453441143,0.0327978283166885
7,1289.9318324029446,0.603262186050415
8,45.35205572843552,0.0329034775495529
9,48.48704390227795,0.0972373783588409
10,565.2688505500555,0.275314450263977
11,23.95727634429932,0.0183470547199249
12,1336.303935572505,0.5457676947116852
13,23.44888798892498,0.0182770937681198
14,1310.001606866717,0.5418843030929565
15,23.82302612066269,0.0183445215225219
16,24.245904833078384,0.0222339481115341
17,609.7768798470497,0.2837181836366653
18,11.644396632909777,0.0122063606977462
19,1241.8260990828276,0.4743328690528869
20,10.96364289522171,0.0120459496974945
21,1243.204051181674,0.4741434752941131
22,11.83218739926815,0.012303814291954
23,12.27204605937004,0.0160058587789535
24,310.55161267519,0.1553013920783996
25,2.986593395471573,0.0081314146518707
26,315.678671002388,0.1555618643760681
27,3.080189675092697,0.0078169256448745
28,308.2793600857258,0.1556295901536941
29,3.083011358976364,0.0079473108053207
