episode,model,bandwidth,final_reward,split_point
1,resnet50,939,0.0,1
2,densenet161,750,0.0,1
3,efficientnetb1,750,0.0,1
4,vgg16,750,0.0058887013115276,1
5,efficientnetb1,750,0.0,1
6,vgg16,350,0.0,1
7,densenet161,750,0.0,1
8,efficientnetb1,939,0.2284047954549483,2
9,resnet18,750,0.5563161859691826,1
10,vgg16,550,0.0199271539720846,1
11,resnet18,939,0.5358361217945573,1
12,vgg19,939,0.3698836387150448,7
13,efficientnetb0,939,0.0,1
14,efficientnetb1,350,0.0,1
15,efficientnetb0,939,0.0,1
16,resnet18,939,1.0,2
17,densenet161,750,0.0,1
18,densenet161,750,0.0193762853485244,2
19,resnet18,550,0.5341577662577371,1
20,densenet121,750,0.0,1
21,vgg16,939,0.0060710231598882,1
22,densenet121,350,0.0,1
23,densenet121,350,0.0,1
24,efficientnetb1,939,0.0,1
25,efficientnetb0,550,0.290069122860228,2
26,efficientnetb1,550,0.0,1
27,densenet161,750,0.0,1
28,densenet121,939,0.0166311998595305,3
29,densenet121,350,0.0,1
30,efficientnetb0,350,0.0,1
31,vgg16,750,0.0058887013115276,1
32,densenet161,750,0.0,1
33,resnet50,350,0.0174859151390518,1
34,densenet121,750,0.0279532973407523,2
35,vgg19,550,0.3608150480635607,7
36,densenet121,350,0.0,1
37,resnet18,750,0.5563161859691826,1
38,densenet161,750,0.0,1
39,vgg19,550,0.0192737323606945,1
40,resnet50,750,0.3344894405367239,2
41,efficientnetb0,939,0.0,1
42,vgg16,350,0.0238402416290037,2
43,vgg19,939,0.0183675354070255,1
44,efficientnetb0,550,0.0,1
45,efficientnetb0,350,0.0,1
46,efficientnetb0,350,0.0,1
47,resnet18,750,0.0,8
48,resnet50,939,0.0,1
49,efficientnetb1,350,0.2323535341648464,2
50,efficientnetb0,350,0.0,1
51,densenet161,550,0.0,1
52,densenet161,750,0.0,1
53,vgg16,550,0.0768889395683232,3
54,densenet121,550,0.0,1
55,vgg16,750,0.0835468528760409,3
56,resnet18,750,0.5563161859691826,1
57,resnet18,550,0.5341577662577371,1
58,densenet161,350,0.0213386295855335,3
59,vgg16,350,0.0713714441743471,3
60,densenet161,550,0.0210735879951949,3
61,efficientnetb0,750,0.0,1
62,efficientnetb1,939,0.0,1
63,densenet161,750,0.0,1
64,densenet121,750,0.0279532973407523,2
65,vgg16,550,0.0199271539720846,1
66,resnet50,350,0.0948151869136176,2
67,resnet50,750,0.5242927837491854,3
68,vgg19,350,0.0047515404264518,2
69,densenet121,350,0.0321065308334073,2
70,vgg16,550,0.0768889395683232,3
71,vgg19,939,0.0183675354070255,1
72,vgg19,550,0.0192737323606945,1
73,resnet50,750,0.9081489241651808,4
74,densenet161,350,0.0213386295855335,3
75,resnet18,939,0.5358361217945573,1
76,densenet161,550,0.1068700282907242,4
77,vgg16,350,0.0238402416290037,2
78,resnet50,750,0.098265786808133,1
79,efficientnetb1,350,0.0,1
80,resnet18,750,0.5563161859691826,1
81,vgg19,939,0.0183675354070255,1
82,efficientnetb1,350,0.7181138626700144,4
83,efficientnetb1,550,0.5223117533457641,5
84,efficientnetb1,550,0.2436659344100393,2
85,resnet18,939,0.5358361217945573,1
86,efficientnetb0,550,0.0,1
87,resnet18,939,0.5358361217945573,1
88,efficientnetb1,550,0.0,1
89,resnet50,939,0.1412757250508847,2
90,efficientnetb0,939,0.0,1
91,vgg16,750,0.0058887013115276,1
92,efficientnetb0,939,1.0,3
93,efficientnetb0,939,0.245393377540531,2
94,efficientnetb0,550,0.290069122860228,2
95,resnet18,750,1.0,2
96,densenet161,350,0.0,1
97,efficientnetb1,750,0.0,1
98,densenet121,939,0.0,1
99,efficientnetb0,939,1.0,3
100,vgg19,939,0.0183675354070255,1
101,densenet121,350,0.0,1
102,densenet121,750,0.0279532973407523,2
103,resnet50,550,0.0097267662088094,1
104,vgg19,550,0.0192737323606945,1
105,efficientnetb0,550,1.0,3
106,densenet161,350,0.0,1
107,efficientnetb0,750,1.0,3
108,densenet161,939,0.0601439006764898,1
109,resnet50,350,0.0948151869136176,2
110,densenet161,939,0.0601439006764898,1
111,vgg19,550,0.0,2
112,vgg19,550,0.0,2
113,vgg19,750,0.0,1
114,densenet161,939,0.0601439006764898,1
115,densenet161,750,0.0,1
116,efficientnetb1,939,0.2284047954549483,2
117,densenet121,750,0.0,1
118,vgg16,750,0.0835468528760409,3
119,densenet121,750,0.0357436179754728,3
120,resnet50,939,0.0,1
121,efficientnetb0,550,0.290069122860228,2
122,densenet161,550,0.0,1
123,efficientnetb0,550,0.0,1
124,resnet50,350,0.2365622217411404,3
125,efficientnetb0,939,0.0,1
126,densenet161,350,0.0195835026890192,2
127,efficientnetb0,750,1.0,3
128,vgg19,550,0.0192737323606945,1
129,efficientnetb0,750,1.0,3
130,densenet161,350,0.0,1
131,efficientnetb1,750,0.0,1
132,densenet121,750,0.0279532973407523,2
133,vgg16,750,0.0058887013115276,1
134,efficientnetb1,750,0.0,1
