Model name,Split point,Partition 1 exec time (s),Partition 2 exec time (s),Network Transfer Time (s)
resnet50,3,1.8355300976679876,0.0579833800976093,0.23975552045381987
resnet50,16,5.275583358911367,0.0007558785952054537,0.028869793965266302
resnet50,6,2.9809181140019345,0.03914038951580341,0.12096221630389874
resnet50,8,3.6901411093198337,0.027946270429171048,0.058406793154202975
resnet50,9,3.869424343109131,0.02699105556194599,0.05846316997821514
resnet50,4,2.436635420872615,0.047215553430410534,0.12206293986393855
resnet50,11,4.2878654186542215,0.019577870002159707,0.0591588387122521
resnet50,12,4.4543441625741815,0.017178957278911885,0.059129990064180814
resnet50,2,1.4419924112466664,0.06418341856736404,0.23884912637563852
resnet50,15,5.201563376646775,0.0044354658860426685,0.029044334705059346
resnet50,7,3.238819672511174,0.02948872859661396,0.12244365765498234
resnet50,13,4.651592749815721,0.014603523107675405,0.058704798038189225
resnet50,18,5.42388628079341,0.00046673187842735875,0.029480934143066406
resnet50,10,4.089314442414504,0.023764995428232048,0.05922838357778696
resnet50,17,5.329167439387395,0.0005068778991699219,0.029038099142221305
resnet50,5,2.7242705271794248,0.04390960473280687,0.12112800891582783
resnet50,1,1.0008681187262902,0.06282969621511605,0.24096960287827712
resnet50,14,5.0339962885929985,0.007601041060227614,0.029295737926776592
VGG16,26,12.35768848657608,0.03026670217514038,0.029195398092269897
VGG16,19,9.72290387749672,0.081755131483078,0.11783435940742493
VGG16,7,4.320347458124161,0.1477651298046112,0.49424347281455994
VGG16,16,8.757827639579773,0.09908539056777954,0.23676013946533203
VGG16,1,0.9541229605674744,0.2928258180618286,0.9929306209087372
VGG16,10,5.7375341057777405,0.16416588425636292,0.11824724078178406
VGG16,4,3.3605956435203552,0.17895302176475525,1.0011927783489227
VGG16,13,7.7213678658008575,0.11605608463287354,0.23639053106307983
VGG16,28,13.054061144590378,0.02817368507385254,0.0291689932346344
VGG16,14,9.267421334981918,0.11293596029281616,0.23816046118736267
VGG16,30,14.042109847068787,0.02335640788078308,0.029286473989486694
VGG16,17,8.929052352905273,0.09875896573066711,0.05948746204376221
VGG16,11,6.282370030879974,0.14040520787239075,0.23839610815048218
VGG16,12,6.211853981018066,0.11510768532752991,0.23757043480873108
VGG16,22,13.256786972284317,0.03813272714614868,0.11614382266998291
VGG16,29,13.963127672672272,0.021195411682128906,0.029419928789138794
VGG16,27,13.887332022190094,0.028272032737731934,0.02954345941543579
VGG16,18,9.605625629425049,0.08429732918739319,0.11775907874107361
VGG16,20,11.71217167377472,0.05882725119590759,0.11722603440284729
VGG16,21,10.757192015647888,0.05808365345001221,0.1190330982208252
VGG16,3,3.2598730325698853,0.1894245147705078,1.0956907868385315
VGG16,5,3.5317191183567047,0.1923847496509552,0.23361676931381226
VGG16,24,13.119707852602005,0.03974640369415283,0.02928277850151062
VGG16,25,13.662526994943619,0.029392868280410767,0.029559016227722168
VGG16,2,1.1340065598487854,0.3001435697078705,1.0381338000297546
VGG16,9,5.598216384649277,0.10735473036766052,0.49670273065567017
VGG16,6,4.246536135673523,0.15645432472229004,0.517210453748703
VGG16,8,5.63934189081192,0.1338564157485962,0.4953722655773163
VGG16,15,8.999976724386215,0.07193318009376526,0.23893052339553833
VGG16,23,13.744488686323166,0.03798910975456238,0.11518409848213196
AlexNet,9,0.6510252058506012,0.009284794330596924,0.013118326663970947
AlexNet,7,0.37368765473365784,0.01462063193321228,0.01895880699157715
AlexNet,1,0.10919451713562012,0.01882481575012207,0.05474907159805298
AlexNet,12,0.6160202920436859,0.010572701692581177,0.012972384691238403
AlexNet,2,0.1152830421924591,0.020532667636871338,0.05404084920883179
AlexNet,10,0.5213734209537506,0.01303836703300476,0.01277834177017212
AlexNet,3,0.12435829639434814,0.019331932067871094,0.013211935758590698
AlexNet,4,0.3300434350967407,0.016930729150772095,0.04011431336402893
AlexNet,8,0.37608999013900757,0.014669299125671387,0.018915504217147827
AlexNet,5,0.34983745217323303,0.016442954540252686,0.041318148374557495
AlexNet,11,0.6084214448928833,0.011302173137664795,0.012831658124923706
AlexNet,6,0.2864104211330414,0.015601694583892822,0.009321779012680054
ResNet18,6,1.2889525156754713,0.0074664812821608325,0.014953870039719801
ResNet18,3,0.891652877514179,0.01421046257019043,0.029341954451340895
ResNet18,8,1.5671776624826284,0.0005127466641939604,0.007687825423020583
ResNet18,4,1.0259974002838135,0.013172278037438026,0.029419935666597806
ResNet18,5,1.1519830043499286,0.00876169938307542,0.015090318826528696
ResNet18,1,0.5246808345501239,0.01880931854248047,0.05713185897240272
ResNet18,2,0.7117082339066726,0.018339065405038688,0.05742779144873986
ResNet18,7,1.4153839258047252,0.0040821662315955526,0.007485151290893555
MobileNetV2,5,1.169264793395996,0.014918148517608643,0.007484883069992065
MobileNetV2,17,1.6794773936271667,0.003175020217895508,0.0026425719261169434
MobileNetV2,8,1.3572957217693329,0.012881994247436523,0.003962516784667969
MobileNetV2,11,1.3960032165050507,0.0117415189743042,0.004017889499664307
MobileNetV2,10,1.371454894542694,0.01171848177909851,0.0039310455322265625
MobileNetV2,2,0.28863003849983215,0.0471397340297699,0.05694723129272461
MobileNetV2,15,1.5952390432357788,0.004217654466629028,0.002660095691680908
MobileNetV2,9,1.4037968814373016,0.013810515403747559,0.0039757490158081055
MobileNetV2,1,0.11654773354530334,0.04632288217544556,0.11812284588813782
MobileNetV2,6,1.2534187734127045,0.01915806531906128,0.007683813571929932
MobileNetV2,12,1.492464691400528,0.01136121153831482,0.005801856517791748
MobileNetV2,13,1.5483250319957733,0.008265435695648193,0.005789250135421753
