Model name,Split point,Partition 1 exec time (s),Partition 2 exec time (s),Network Transfer Time (s)
MobileNetV2,16,1.6607908308506012,0.003076612949371338,0.002588927745819092
MobileNetV2,18,1.730676919221878,0.0013867318630218506,0.004834115505218506
MobileNetV2,14,1.5805531740188599,0.005869656801223755,0.005600571632385254
MobileNetV2,4,1.0510646104812622,0.017491638660430908,0.02228337526321411
MobileNetV2,7,1.2848763763904572,0.015721768140792847,0.007671982049942017
MobileNetV2,3,0.8809912502765656,0.026258349418640137,0.02233409881591797
InceptionV3,3,1.3378493189811707,0.0922057032585144,0.4174971282482147
InceptionV3,5,1.4577105641365051,0.11926329135894775,0.12251520156860352
InceptionV3,19,6.372961133718491,0.0003796815872192383,0.0006129443645477295
InceptionV3,10,3.4586704075336456,0.07070189714431763,0.10325741767883301
InceptionV3,4,1.3490118980407715,0.5915173888206482,0.40463733673095703
