Model name,Split point,Partition 1 exec time (s),Partition 2 exec time (s),Network Transfer Time (s)
MobileNetV2,18,1.0,0.0,0.019433148252046617
MobileNetV2,14,0.9069939714025477,0.09798100071911685,0.026067183862459764
MobileNetV2,4,0.5789603987268521,0.3519967222853337,0.17046463786621324
MobileNetV2,7,0.7238135913857724,0.3133135662994651,0.0439962080906969
MobileNetV2,3,0.4735950031229005,0.5436062417275481,0.17090367389579994
InceptionV3,3,0.16118062683087114,0.1553377843227904,0.9999999999999999
InceptionV3,5,0.1785856347946651,0.20110984008804506,0.2924127657432863
InceptionV3,19,0.8923273884094272,0.0,0.0
InceptionV3,10,0.46914428838136363,0.11896080168225422,0.24621819988001412
InceptionV3,4,0.16280154089009896,1.0000000000000002,0.969152603973946
InceptionV3,7,0.2917425508596763,0.7673910993991012,0.6801171578100343
InceptionV3,11,0.5126631005986123,0.10825321938827218,0.1574137036691776
InceptionV3,2,0.0,0.2496575043772992,0.4876702063837294
InceptionV3,14,0.694878730524918,0.0571267170784999,0.1544350025935939
InceptionV3,15,0.7627132399918378,0.03823271552873682,0.15662161381587714
InceptionV3,12,0.5669585587745167,0.09285899021390666,0.154184007334123
InceptionV3,13,0.6345597854750618,0.07502128781580712,0.15515110043299002
InceptionV3,9,0.41135539200056054,0.13802747527260747,0.24831159041920126
InceptionV3,18,1.0,0.00016939505295854567,0.09169419441030474
InceptionV3,1,0.0002058805017532972,0.24582443715216673,0.4961750209746537
InceptionV3,17,0.832943379027778,0.015605569669009133,0.09101133860897567
InceptionV3,6,0.2985129312031093,0.17220711166814295,0.6725768627408367
InceptionV3,16,0.7868101259174739,0.027538493261253114,0.05730948809263049
InceptionV3,8,0.3559021967995678,0.1506664636614842,0.21674673827692703
