bandwidth_mbps,model_name,split_index,static_network_delay_ms,system_inference_throughput_imgs_per_s,part1_inference_time_s,part2_inference_time_s,network_time_s,end_to_end_latency_s,intermediate_data_size_bytes,network_throughput_mbps
939,alexnet,1,0,10.076236988045373,0.08748728036880493,0.7348698079586029,0.05780169367790222,1.4612202644348145,6195753.0,843.5150112383639
939,alexnet,2,0,10.284429438210237,0.09164440631866455,0.7246290147304535,0.05105504393577576,1.6440156698226929,6195753.0,1011.1017693394887
939,alexnet,3,0,11.156086930274618,0.09854656457901001,0.7090839445590973,0.005454987287521362,2.3449887335300446,1493543.0,3349.1724928035937
939,alexnet,4,0,12.248538491547539,0.19956597685813904,0.6139797270298004,0.03276008367538452,1.4675838649272919,4479529.0,1216.7951387891185
939,alexnet,5,0,12.29023412040442,0.20495161414146423,0.6125176846981049,0.03496637940406799,1.467947244644165,4479529.0,1086.4714156265782
939,alexnet,6,0,13.173292880373248,0.2048616111278534,0.6005054414272308,0.0035051703453063965,2.0828830301761627,1038886.0,3464.5839993803293
939,alexnet,7,0,14.468657026440297,0.26563337445259094,0.5410843789577484,0.008383691310882568,1.2782156467437744,2077223.0,2831.575388190291
939,alexnet,8,0,14.24455023095441,0.2680457532405853,0.5497943758964539,0.0070002079010009766,1.5299526154994965,2077223.0,3377.7349814718864
939,alexnet,9,0,17.10506885473878,0.3570094406604767,0.45064404606819153,0.010914504528045654,0.8841139376163483,1384999.0,981.8275747669918
939,alexnet,10,0,17.477828487501004,0.3563802242279053,0.4419606924057007,0.011478185653686523,0.8690450191497803,1384999.0,959.4525151298999
939,alexnet,11,0,17.39082260497957,0.4093360900878906,0.38257959485054016,0.014523297548294067,0.8207391500473022,1384999.0,731.6645673012925
939,alexnet,12,0,17.079877529784035,0.4130738079547882,0.38512277603149414,0.01477089524269104,0.8278616964817047,1384999.0,725.1401959178792
939,densenet121,1,,1.6807184049519495,0.23375418782234192,3.941955655813217,4.419814556837082,8.609053492546082,25690112.0,44.8665281507804
939,densenet121,2,,1.7240098988916788,0.24919867515563965,3.8513035476207733,4.330296128988266,8.441134989261627,25690112.0,45.99061457386214
939,densenet121,3,,1.711927239094749,0.27209895849227905,3.843252271413803,4.3227858543396,8.450229316949844,25690112.0,45.91798538702404
939,densenet121,4,,1.9315732787376787,0.3155845105648041,4.059231281280518,3.324836850166321,7.70988193154335,6422528.0,61.19389209386854
939,densenet121,5,,2.5924753378172247,1.9206870794296265,2.288597524166107,1.5046232342720032,5.724358052015305,25690112.0,146.66259144176522
939,densenet121,6,,3.5572417109306937,1.9204438030719757,2.22970512509346,0.30180802941322327,4.461971700191498,3211264.0,164.3179156159312
939,densenet121,7,,2.4132361893559797,2.992184102535248,1.2234160602092743,0.3493488132953644,4.575725704431534,12845056.0,293.4133808089965
939,densenet121,8,,2.3405855860914655,3.356164425611496,1.1504206359386444,0.011593818664550781,4.52819436788559,1605632.0,1075.7186421952142
939,densenet121,9,,1.8698357505957908,4.110189706087112,0.3271488547325134,0.09768891334533691,4.5458458960056305,6422528.0,510.3461790075587
939,densenet121,10,,1.8564556906078324,4.232498288154602,0.21035084128379822,0.0023570358753204346,4.4567975997924805,802816.0,2738.9317977543787
939,densenet121,11,,1.939657956585032,4.091517955064774,0.006581366062164307,0.011797547340393066,4.120038628578186,1605632.0,1040.6858205586543
939,densenet161,1,,0.7081079255119413,0.37610775232315063,8.582447946071625,10.26142093539238,19.234945982694626,38535168.0,34.844844580527536
939,densenet161,2,,0.658554055154385,0.4623577892780304,8.656703174114227,10.911543995141983,20.04638633131981,38535168.0,33.50164035667897
939,densenet161,3,,0.6600829728660795,0.4986756443977356,8.728000044822693,11.011196553707123,20.253438860177994,38535168.0,31.546997252602065
939,densenet161,4,,0.9052950774239756,0.5422855615615845,8.696651995182037,7.266499102115631,16.515621066093445,9633792.0,59.17814010883664
939,densenet161,5,,0.8918828601723251,3.5889953672885895,5.751574009656906,5.518216252326965,14.873873054981232,38535168.0,55.01686442411388
939,densenet161,6,,1.4824758460622174,4.069562256336212,5.359530597925186,1.153315782546997,10.592533022165298,4816896.0,101.67325441349264
939,densenet161,7,,1.3200519644553055,5.548980742692947,3.7488667368888855,0.521434485912323,9.830160796642303,19267584.0,283.02591071612153
939,densenet161,8,,1.4314669622028489,5.588969975709915,3.5407344698905945,0.02444121241569519,9.164173513650894,2408448.0,752.363273784342
939,densenet161,9,,0.930187650006114,8.33234179019928,1.0096428990364075,0.27894386649131775,9.631104916334152,13246464.0,363.7428992736536
939,densenet161,10,,0.9440028040233522,8.408686727285385,0.660491019487381,0.016574382781982422,9.095991909503937,1655808.0,767.1485322630042
939,densenet161,11,,0.8737501327238446,9.127866506576538,0.011436045169830322,0.03903478384017944,9.188368380069733,3462144.0,677.4944479724354
939,efficientnetb0,1,0.0,3.922108742762737,0.11551514267921448,1.918874055147171,0.15534168481826782,3.8367644250392914,12845609.0,766.9508866502861
939,efficientnetb0,2,0.0,4.554238832333,0.30808860063552856,1.7175975441932678,0.06131783127784729,4.037902235984802,6423081.0,1004.4411146058619
939,efficientnetb0,3,0.0,6.4980954947518175,1.1800577342510223,0.8695769906044006,0.025212198495864868,2.091373175382614,2409001.0,738.1712934726604
939,efficientnetb0,4,0.0,5.674094323628221,1.3772522509098053,0.6675688624382019,0.010691970586776733,2.070500284433365,1004071.0,723.734101853818
939,efficientnetb0,5,0.0,5.329147478068185,1.47733074426651,0.4798949658870697,0.005152881145477295,1.9788422286510468,502310.0,744.3262397324382
