Model name,Split point,Partition 1 exec time (s),Partition 2 exec time (s),Network Transfer Time (s)
resnet50,3,0.14084542933829544,0.2837169501399232,0.0536713594475063
resnet50,4,0.1899120173596988,0.23918393189827,0.026722715856805097
resnet50,5,0.21011880578912523,0.21521052080128286,0.02829537298568748
resnet50,6,0.23759402959634657,0.19162788629573183,0.028599335880757238
resnet50,7,0.25480350478324987,0.16975186820626956,0.028681666272089262
resnet50,8,0.29260720079212893,0.13922717541791724,0.013157007562350444
resnet50,9,0.30769881223386325,0.12404642125610989,0.013665369103761102
resnet50,10,0.32257369644379286,0.10768256848243225,0.013309202717559539
resnet50,11,0.3390125018432586,0.09259523218767171,0.013214171424268813
resnet50,12,0.350869943337242,0.07770385156126526,0.013567169447153752
resnet50,13,0.37010158064599963,0.06186238634354302,0.013092040429392306
resnet50,14,0.4010828185416892,0.03173712838796285,0.006583488904800212
resnet50,15,0.40303420173900706,0.015635349307024732,0.006563392540941546
resnet50,16,0.42992048963205987,2.5598474254788945e-05,0.006653635998081737
resnet50,17,0.4288352971925767,2.3838644731157145e-05,0.0065722545472480095
resnet50,18,0.4215778120469403,2.6169594398315872e-05,0.006836483499882673
